timestamp,engin,latitude,longitude,vitesse_kmh,statut
2026-01-01 08:00:00,GERBEUR_01,43.497306,1.406968,19.292253527615483,EN_CHARGE
2026-01-02 08:00:00,GERBEUR_01,43.505674,1.394641,24.97326941115621,EN_CHARGE
2026-01-03 08:00:00,GERBEUR_01,43.50318,1.402995,12.828233102987355,EN_CHARGE
2026-01-04 08:00:00,GERBEUR_01,43.493755,1.390424,9.773667344762135,EN_ATTENTE
2026-01-05 08:00:00,GERBEUR_01,43.505855,1.406747,19.95379606450081,EN_SERVICE
2026-01-06 08:00:00,GERBEUR_01,43.501206,1.394044,11.86730604595225,EN_PANNE
2026-01-07 08:00:00,GERBEUR_01,43.497453,1.401893,1.5311645220337788,EN_SERVICE
2026-01-08 08:00:00,GERBEUR_01,43.495386,1.404189,7.206915698859867,EN_PANNE
2026-01-09 08:00:00,GERBEUR_01,43.492483,1.404794,12.148450697775202,EN_PANNE
2026-01-10 08:00:00,GERBEUR_01,43.505864,1.403249,1.4631887230110718,EN_SERVICE
2026-01-11 08:00:00,GERBEUR_01,43.502253,1.409978,21.502210004625933,EN_SERVICE
2026-01-12 08:00:00,GERBEUR_01,43.493543,1.396291,0.8092630625330027,EN_CHARGE
2026-01-13 08:00:00,GERBEUR_01,43.502596,1.390054,23.39714586967953,EN_SERVICE
2026-01-14 08:00:00,GERBEUR_01,43.497148,1.407389,21.80374787110104,EN_ATTENTE
2026-01-15 08:00:00,GERBEUR_01,43.50596,1.40752,16.0046387525073,EN_CHARGE
2026-01-16 08:00:00,GERBEUR_01,43.503567,1.39417,12.134242878609955,EN_SERVICE
2026-01-17 08:00:00,GERBEUR_01,43.507847,1.391763,18.546589375339003,EN_CHARGE
2026-01-18 08:00:00,GERBEUR_01,43.505833,1.408331,3.948133664424697,EN_PANNE
2026-01-19 08:00:00,GERBEUR_01,43.498141,1.403463,14.98151275125118,EN_SERVICE
2026-01-20 08:00:00,GERBEUR_01,43.491606,1.403337,20.87157691341337,EN_CHARGE
2026-01-21 08:00:00,GERBEUR_01,43.508534,1.395899,6.529000602010609,EN_PANNE
2026-01-22 08:00:00,GERBEUR_01,43.505295,1.392025,19.72106502416012,EN_ATTENTE
2026-01-23 08:00:00,GERBEUR_01,43.50844,1.402244,2.1433876243854844,EN_ATTENTE
2026-01-24 08:00:00,GERBEUR_01,43.505847,1.393648,20.43789061615504,EN_PANNE
2026-01-25 08:00:00,GERBEUR_01,43.496799,1.392579,12.876425936964475,EN_CHARGE
2026-01-26 08:00:00,GERBEUR_01,43.509771,1.397153,17.656632470660142,EN_CHARGE
2026-01-27 08:00:00,GERBEUR_01,43.495462,1.398568,23.938688653246327,EN_SERVICE
2026-01-28 08:00:00,GERBEUR_01,43.500149,1.396806,13.75057844908764,EN_ATTENTE
2026-01-29 08:00:00,GERBEUR_01,43.502887,1.390741,9.723305993194794,EN_CHARGE
2026-01-30 08:00:00,GERBEUR_01,43.496961,1.396658,9.45134132805456,EN_CHARGE
2026-01-31 08:00:00,GERBEUR_01,43.497482,1.403754,22.573021536491957,EN_PANNE
2026-02-01 08:00:00,GERBEUR_01,43.501255,1.406366,18.91156335366134,EN_CHARGE
2026-02-02 08:00:00,GERBEUR_01,43.508082,1.406707,10.402060569555832,EN_CHARGE
2026-02-03 08:00:00,GERBEUR_01,43.502524,1.40038,21.940683723904954,EN_CHARGE
2026-02-04 08:00:00,GERBEUR_01,43.498636,1.391578,7.314952001461611,EN_ATTENTE
2026-02-05 08:00:00,GERBEUR_01,43.50049,1.396467,24.86245430631065,EN_ATTENTE
2026-02-06 08:00:00,GERBEUR_01,43.506085,1.392845,24.13045495044564,EN_CHARGE
2026-02-07 08:00:00,GERBEUR_01,43.494662,1.394222,5.987608191223304,EN_ATTENTE
2026-02-08 08:00:00,GERBEUR_01,43.501845,1.401143,22.500182382707393,EN_SERVICE
2026-02-09 08:00:00,GERBEUR_01,43.492826,1.402498,22.195971602337142,EN_SERVICE
2026-02-10 08:00:00,GERBEUR_01,43.5051,1.399131,20.869830133522395,EN_PANNE
2026-02-11 08:00:00,GERBEUR_01,43.49783,1.394485,7.03613228349386,EN_ATTENTE
2026-02-12 08:00:00,GERBEUR_01,43.50731,1.404333,24.158366350527142,EN_SERVICE
2026-02-13 08:00:00,GERBEUR_01,43.498901,1.405997,19.125832130788712,EN_PANNE
2026-02-14 08:00:00,GERBEUR_01,43.497966,1.401383,11.257562304472735,EN_CHARGE
2026-02-15 08:00:00,GERBEUR_01,43.493765,1.39804,19.474570057754995,EN_CHARGE
2026-02-16 08:00:00,GERBEUR_01,43.500832,1.39614,11.93321305565351,EN_CHARGE
2026-02-17 08:00:00,GERBEUR_01,43.492252,1.400563,17.067243939538027,EN_CHARGE
2026-02-18 08:00:00,GERBEUR_01,43.506113,1.394397,24.774743487323793,EN_PANNE
2026-02-19 08:00:00,GERBEUR_01,43.495259,1.402882,10.316327508474368,EN_CHARGE
2026-02-20 08:00:00,GERBEUR_01,43.496564,1.394305,19.695424498381172,EN_PANNE
2026-02-21 08:00:00,GERBEUR_01,43.491854,1.396939,7.8382172114799555,EN_SERVICE
2026-02-22 08:00:00,GERBEUR_01,43.49045,1.401828,11.813562376049976,EN_ATTENTE
2026-02-23 08:00:00,GERBEUR_01,43.505633,1.399243,15.008119507803135,EN_PANNE
2026-02-24 08:00:00,GERBEUR_01,43.49428,1.397749,3.9533365059759267,EN_ATTENTE
2026-02-25 08:00:00,GERBEUR_01,43.505676,1.40505,5.476994776114941,EN_PANNE
2026-02-26 08:00:00,GERBEUR_01,43.498801,1.399585,8.57349019353149,EN_PANNE
2026-02-27 08:00:00,GERBEUR_01,43.499008,1.396751,17.040894644241835,EN_PANNE
2026-02-28 08:00:00,GERBEUR_01,43.507151,1.39376,9.47136444682492,EN_SERVICE
2026-03-01 08:00:00,GERBEUR_01,43.507496,1.406371,21.537904358338654,EN_CHARGE
2026-03-02 08:00:00,GERBEUR_01,43.491293,1.394517,7.808342440991945,EN_CHARGE
2026-03-03 08:00:00,GERBEUR_01,43.504613,1.396659,1.0063448922007083,EN_PANNE
2026-03-04 08:00:00,GERBEUR_01,43.498037,1.402379,16.72844297596733,EN_SERVICE
2026-03-05 08:00:00,GERBEUR_01,43.495609,1.404589,13.936505343009816,EN_CHARGE
2026-03-06 08:00:00,GERBEUR_01,43.493046,1.402849,18.06834589709588,EN_SERVICE
2026-03-07 08:00:00,GERBEUR_01,43.491867,1.409498,10.777286201637837,EN_ATTENTE
2026-03-08 08:00:00,GERBEUR_01,43.50248,1.3983,19.458370954207645,EN_PANNE
2026-03-09 08:00:00,GERBEUR_01,43.500412,1.405121,10.670341790016616,EN_ATTENTE
2026-03-10 08:00:00,GERBEUR_01,43.493759,1.407235,7.673294701342842,EN_PANNE
2026-03-11 08:00:00,GERBEUR_01,43.497411,1.408579,5.033402002370913,EN_SERVICE
2026-03-12 08:00:00,GERBEUR_01,43.508391,1.403237,11.337721538116218,EN_PANNE
2026-03-13 08:00:00,GERBEUR_01,43.493065,1.40543,13.028990068837587,EN_PANNE
2026-03-14 08:00:00,GERBEUR_01,43.503285,1.405687,17.489384525037753,EN_SERVICE
2026-03-15 08:00:00,GERBEUR_01,43.497319,1.402854,3.3153556312664727,EN_CHARGE
2026-03-16 08:00:00,GERBEUR_01,43.507976,1.401372,13.40042824603596,EN_PANNE
2026-03-17 08:00:00,GERBEUR_01,43.506357,1.393465,7.359342839209038,EN_ATTENTE
2026-03-18 08:00:00,GERBEUR_01,43.501969,1.401737,21.74970323807592,EN_ATTENTE
2026-03-19 08:00:00,GERBEUR_01,43.499773,1.405085,19.432258948497445,EN_SERVICE
2026-03-20 08:00:00,GERBEUR_01,43.508192,1.393148,10.762846089541839,EN_PANNE
2026-03-21 08:00:00,GERBEUR_01,43.508438,1.406351,22.937179632232013,EN_SERVICE
2026-03-22 08:00:00,GERBEUR_01,43.503286,1.392969,17.715786463821516,EN_SERVICE
2026-03-23 08:00:00,GERBEUR_01,43.499151,1.39109,12.171093986593744,EN_CHARGE
2026-03-24 08:00:00,GERBEUR_01,43.508063,1.404314,15.199176585167088,EN_CHARGE
2026-03-25 08:00:00,GERBEUR_01,43.501942,1.402101,24.331899113625134,EN_CHARGE
2026-03-26 08:00:00,GERBEUR_01,43.502939,1.403511,6.320131494868783,EN_SERVICE
2026-03-27 08:00:00,GERBEUR_01,43.492649,1.392845,21.815130391949168,EN_SERVICE
2026-03-28 08:00:00,GERBEUR_01,43.508374,1.390898,19.311051513943603,EN_PANNE
2026-03-29 08:00:00,GERBEUR_01,43.497764,1.402944,22.324866997634054,EN_PANNE
2026-03-30 08:00:00,GERBEUR_01,43.504274,1.400368,20.62235683322403,EN_PANNE
2026-03-31 08:00:00,GERBEUR_01,43.497847,1.391051,21.87961532350789,EN_CHARGE
2026-01-01 08:00:00,GERBEUR_02,43.503579,1.392787,24.033741419155884,EN_PANNE
2026-01-02 08:00:00,GERBEUR_02,43.507527,1.403698,23.054996118699187,EN_PANNE
2026-01-03 08:00:00,GERBEUR_02,43.494141,1.392406,18.384340719984007,EN_ATTENTE
2026-01-04 08:00:00,GERBEUR_02,43.496715,1.404826,7.49183557560173,EN_CHARGE
2026-01-05 08:00:00,GERBEUR_02,43.50194,1.393316,0.2951433067303999,EN_CHARGE
2026-01-06 08:00:00,GERBEUR_02,43.50944,1.3994,20.44937973568309,EN_CHARGE
2026-01-07 08:00:00,GERBEUR_02,43.493074,1.398577,10.238849525417223,EN_SERVICE
2026-01-08 08:00:00,GERBEUR_02,43.508653,1.405059,10.652153019736721,EN_ATTENTE
2026-01-09 08:00:00,GERBEUR_02,43.502582,1.40446,8.232400313466288,EN_ATTENTE
2026-01-10 08:00:00,GERBEUR_02,43.508388,1.407835,24.650244225900824,EN_ATTENTE
2026-01-11 08:00:00,GERBEUR_02,43.504923,1.398907,1.2048723500283853,EN_CHARGE
2026-01-12 08:00:00,GERBEUR_02,43.508497,1.397244,7.046905356206635,EN_CHARGE
2026-01-13 08:00:00,GERBEUR_02,43.494404,1.398244,9.795262547086528,EN_SERVICE
2026-01-14 08:00:00,GERBEUR_02,43.493015,1.399038,24.108177455070066,EN_CHARGE
2026-01-15 08:00:00,GERBEUR_02,43.498877,1.401451,3.701283431163521,EN_ATTENTE
2026-01-16 08:00:00,GERBEUR_02,43.496315,1.403823,1.5808115746619722,EN_CHARGE
2026-01-17 08:00:00,GERBEUR_02,43.505698,1.394241,10.524145922132444,EN_CHARGE
2026-01-18 08:00:00,GERBEUR_02,43.493033,1.395253,22.902657859016436,EN_CHARGE
2026-01-19 08:00:00,GERBEUR_02,43.508414,1.404067,8.547135853373444,EN_SERVICE
2026-01-20 08:00:00,GERBEUR_02,43.490388,1.404646,3.006401244128021,EN_CHARGE
2026-01-21 08:00:00,GERBEUR_02,43.501351,1.400568,17.44222268389993,EN_SERVICE
2026-01-22 08:00:00,GERBEUR_02,43.494013,1.394747,9.709556566453651,EN_PANNE
2026-01-23 08:00:00,GERBEUR_02,43.495826,1.402033,13.371252145998582,EN_CHARGE
2026-01-24 08:00:00,GERBEUR_02,43.492677,1.407601,0.36959005827691127,EN_ATTENTE
2026-01-25 08:00:00,GERBEUR_02,43.499312,1.390516,6.823654782570274,EN_PANNE
2026-01-26 08:00:00,GERBEUR_02,43.503803,1.407178,2.345798015187914,EN_PANNE
2026-01-27 08:00:00,GERBEUR_02,43.491806,1.393645,10.843732537627169,EN_SERVICE
2026-01-28 08:00:00,GERBEUR_02,43.501268,1.404803,11.193764379377741,EN_SERVICE
2026-01-29 08:00:00,GERBEUR_02,43.49314,1.398636,23.64513670297692,EN_ATTENTE
2026-01-30 08:00:00,GERBEUR_02,43.494353,1.408775,6.214011944333467,EN_ATTENTE
2026-01-31 08:00:00,GERBEUR_02,43.499192,1.392049,10.615279110558056,EN_CHARGE
2026-02-01 08:00:00,GERBEUR_02,43.492977,1.392553,15.802350038828392,EN_CHARGE
2026-02-02 08:00:00,GERBEUR_02,43.497692,1.393229,7.104020043561299,EN_ATTENTE
2026-02-03 08:00:00,GERBEUR_02,43.501175,1.400043,4.33687283134212,EN_PANNE
2026-02-04 08:00:00,GERBEUR_02,43.498861,1.403194,11.524857113178003,EN_CHARGE
2026-02-05 08:00:00,GERBEUR_02,43.509678,1.395039,4.72036638950446,EN_PANNE
2026-02-06 08:00:00,GERBEUR_02,43.500426,1.409585,15.42741861266969,EN_ATTENTE
2026-02-07 08:00:00,GERBEUR_02,43.495488,1.396741,21.528250397598633,EN_PANNE
2026-02-08 08:00:00,GERBEUR_02,43.495526,1.409038,14.907480885827038,EN_PANNE
2026-02-09 08:00:00,GERBEUR_02,43.501835,1.403259,10.06714318261257,EN_CHARGE
2026-02-10 08:00:00,GERBEUR_02,43.505624,1.398934,22.198820688737186,EN_PANNE
2026-02-11 08:00:00,GERBEUR_02,43.492071,1.408391,22.916999806273456,EN_PANNE
2026-02-12 08:00:00,GERBEUR_02,43.506822,1.404423,22.357505121036443,EN_CHARGE
2026-02-13 08:00:00,GERBEUR_02,43.497534,1.395714,20.533058284365694,EN_PANNE
2026-02-14 08:00:00,GERBEUR_02,43.497107,1.396928,9.221855475629322,EN_SERVICE
2026-02-15 08:00:00,GERBEUR_02,43.493719,1.392319,10.174263407374992,EN_SERVICE
2026-02-16 08:00:00,GERBEUR_02,43.507542,1.393026,5.632398628086135,EN_ATTENTE
2026-02-17 08:00:00,GERBEUR_02,43.490797,1.390572,0.09810693471987153,EN_CHARGE
2026-02-18 08:00:00,GERBEUR_02,43.501334,1.402057,24.657689509291693,EN_SERVICE
2026-02-19 08:00:00,GERBEUR_02,43.491529,1.401507,16.5545240180869,EN_CHARGE
2026-02-20 08:00:00,GERBEUR_02,43.505129,1.403181,21.316513406880784,EN_ATTENTE
2026-02-21 08:00:00,GERBEUR_02,43.504573,1.392416,0.7809077286946797,EN_CHARGE
2026-02-22 08:00:00,GERBEUR_02,43.494124,1.401674,2.839765813350634,EN_SERVICE
